PlaceId	Name	Url	Attributes	Bounding_box	OsmId	Postcode	Longitude	Latitude
90291f178137701d	Gold River	https://api.twitter.com/1.1/geo/id/90291f178137701d.json	{'162772:pop100': '8023', 'geotagCount': '12', '189390:id': 'gold-river-ca', '162772:place_id': '0630345'}	{'type': 'Polygon', 'coordinates': [[[-121.269185, 38.608255], [-121.269185, 38.6381075], [-121.212728, 38.6381075], [-121.212728, 38.608255], [-121.269185, 38.608255]]]}	10509385	95670	-121.24903461044956	38.6231675
77fcb96a24077038	Mill Valley	https://api.twitter.com/1.1/geo/id/77fcb96a24077038.json	{'189390:id': 'mill-valley-ca', 'geotagCount': '24', '162772:place_id': '0647710', '162772:pop100': '13600'}	{'type': 'Polygon', 'coordinates': [[[-122.577014, 37.8860986], [-122.577014, 37.930235], [-122.512599, 37.930235], [-122.512599, 37.8860986], [-122.577014, 37.8860986]]]}	12187020	94941	-122.54624732373688	37.90816615
0d39e8bde2c2cb6b	Port Chester	https://api.twitter.com/1.1/geo/id/0d39e8bde2c2cb6b.json	{'162772:pop100': '27867', '162772:place_id': '3659223', 'geotagCount': '47', '189390:id': 'port-chester-ny'}	{'type': 'Polygon', 'coordinates': [[[-73.679712, 40.986901], [-73.679712, 41.025584], [-73.65516, 41.025584], [-73.65516, 40.986901], [-73.679712, 40.986901]]]}	8805924836	10573	-73.66811951074438	41.006257
5acc3a887617d093	Sarasota	https://api.twitter.com/1.1/geo/id/5acc3a887617d093.json	{'geotagCount': '103', '162772:place_id': '1264175', '189390:id': 'sarasota-fl', '162772:pop100': '52715'}	{'type': 'Polygon', 'coordinates': [[[-82.588866, 27.293114], [-82.588866, 27.389129], [-82.477281, 27.389129], [-82.477281, 27.293114], [-82.588866, 27.293114]]]}	11346681	34237	-82.51643731795241	27.34116915
00030a773a4ffe7a	Midway	https://api.twitter.com/1.1/geo/id/00030a773a4ffe7a.json	{'geotagCount': '17'}	{'type': 'Polygon', 'coordinates': [[[-87.136336, 30.367273], [-87.136336, 30.4429734], [-86.950356, 30.4429734], [-86.950356, 30.367273], [-87.136336, 30.367273]]]}	807004352	32563	-86.9822919209668	30.4044974
f33f520be81a525c	Boardman	https://api.twitter.com/1.1/geo/id/f33f520be81a525c.json	{'162772:pop100': '37215', 'geotagCount': '127', '189390:id': 'boardman-oh', '162772:place_id': '3907454'}	{'type': 'Polygon', 'coordinates': [[[-80.71159, 40.970454], [-80.71159, 41.061426], [-80.603596, 41.061426], [-80.603596, 40.970454], [-80.71159, 40.970454]]]}	19147790	44512	-80.67052143997361	41.0158745
7233fac7f43f2e38	Akron	https://api.twitter.com/1.1/geo/id/7233fac7f43f2e38.json	{'162772:pop100': '3085', 'geotagCount': '4', '189390:id': 'akron-ny', '162772:place_id': '3600441'}	{'type': 'Polygon', 'coordinates': [[[-78.514037, 43.005207], [-78.514037, 43.030289], [-78.472796, 43.030289], [-78.472796, 43.005207], [-78.514037, 43.005207]]]}	411956069	14001	-78.49512671805556	43.0171635
23e0af972b9a2e8e	Sterling Heights	https://api.twitter.com/1.1/geo/id/23e0af972b9a2e8e.json	{'162772:pop100': '124471', '189390:id': 'sterling-heights-mi', 'geotagCount': '209', '162772:place_id': '2676460'}	{'type': 'Polygon', 'coordinates': [[[-83.091535, 42.5348108], [-83.091535, 42.6278013], [-82.969611, 42.6278013], [-82.969611, 42.5348108], [-83.091535, 42.5348108]]]}	257686796	48313	-83.03045042266858	42.5813354
e41d169b6d84efb4	Lincolnton	https://api.twitter.com/1.1/geo/id/e41d169b6d84efb4.json	{'162772:pop100': '9965', '189390:id': 'lincolnton-nc', '162772:place_id': '3738320', 'geotagCount': '24'}	{'type': 'Polygon', 'coordinates': [[[-81.298248, 35.405241], [-81.298248, 35.546692], [-81.197825, 35.546692], [-81.197825, 35.405241], [-81.298248, 35.405241]]]}	357796836	28092	-81.25348796621267	35.475961
00be40df004d8800	Putnam	https://api.twitter.com/1.1/geo/id/00be40df004d8800.json	{'geotagCount': '17'}	{'type': 'Polygon', 'coordinates': [[[-71.946417, 41.881136], [-71.946417, 41.935881], [-71.879219, 41.935881], [-71.879219, 41.881136], [-71.946417, 41.881136]]]}	996112839	06260	-71.89997403548941	41.908522000000005
63bb39cf1d610b9b	Ilwaco	https://api.twitter.com/1.1/geo/id/63bb39cf1d610b9b.json	{}	{'type': 'Polygon', 'coordinates': [[[-124.045336, 46.302312], [-124.045336, 46.321978], [-123.99515, 46.321978], [-123.99515, 46.302312], [-124.045336, 46.302312]]]}	269442227	98624	-124.04010998112268	46.312185
2b7c3f70fbcee536	Orem	https://api.twitter.com/1.1/geo/id/2b7c3f70fbcee536.json	{'162772:pop100': '84324', 'geotagCount': '203', '189390:id': 'orem-ut', '162772:place_id': '4957300'}	{'type': 'Polygon', 'coordinates': [[[-111.759345, 40.2563345], [-111.759345, 40.333892], [-111.633592, 40.333892], [-111.633592, 40.2563345], [-111.759345, 40.2563345]]]}	10233673	84058	-111.70230480275674	40.2951375
ce0d989d411b1369	Lewisburg	https://api.twitter.com/1.1/geo/id/ce0d989d411b1369.json	{'189390:id': 'lewisburg-tn', 'geotagCount': '11', '162772:pop100': '10413', '162772:place_id': '4741860'}	{'type': 'Polygon', 'coordinates': [[[-86.828629, 35.420871], [-86.828629, 35.478205], [-86.750358, 35.478205], [-86.750358, 35.420871], [-86.828629, 35.420871]]]}	19554215	37091	-86.7992117751057	35.4495495
00427d4a5c4a1fc3	Missoula	https://api.twitter.com/1.1/geo/id/00427d4a5c4a1fc3.json	{'geotagCount': '135'}	{'type': 'Polygon', 'coordinates': [[[-114.1203252, 46.780202], [-114.1203252, 46.977998], [-113.941975, 46.977998], [-113.941975, 46.780202], [-114.1203252, 46.780202]]]}	7613586526	59808	-114.07491520054182	46.879112
f4a27b9e3d616757	Zanesville	https://api.twitter.com/1.1/geo/id/f4a27b9e3d616757.json	{'geotagCount': '56', '162772:pop100': '25586', '162772:place_id': '3988084', '189390:id': 'zanesville-oh'}	{'type': 'Polygon', 'coordinates': [[[-82.121534, 39.908312], [-82.121534, 39.999527], [-81.976901, 39.999527], [-81.976901, 39.908312], [-82.121534, 39.908312]]]}	1027321055	43701	-82.02133140293915	39.953907
91a74c998f238191	Brooklyn	https://api.twitter.com/1.1/geo/id/91a74c998f238191.json	{'162772:place_id': '3909246', 'geotagCount': '40', '162772:pop100': '11586', '189390:id': 'brooklyn-oh'}	{'type': 'Polygon', 'coordinates': [[[-81.7697, 41.418412], [-81.7697, 41.462537], [-81.728559, 41.462537], [-81.728559, 41.418412], [-81.7697, 41.418412]]]}	92907786	44144	-81.75229360760474	41.44052925
11148050237800f2	Port St Lucie	https://api.twitter.com/1.1/geo/id/11148050237800f2.json	{'geotagCount': '195'}	{'type': 'Polygon', 'coordinates': [[[-80.457446, 27.20569], [-80.457446, 27.3958399], [-80.233079, 27.3958399], [-80.233079, 27.20569], [-80.457446, 27.20569]]]}	42252816	34984	-80.37176805877462	27.3007735
008ad3c945275d77	Cut and Shoot	https://api.twitter.com/1.1/geo/id/008ad3c945275d77.json	{'geotagCount': '6'}	{'type': 'Polygon', 'coordinates': [[[-95.38203, 30.307745], [-95.38203, 30.370479], [-95.275916, 30.370479], [-95.275916, 30.307745], [-95.38203, 30.307745]]]}	21893004	77306	-95.30603280397727	30.3218575
9c3a4497f07d70fc	Ponca City	https://api.twitter.com/1.1/geo/id/9c3a4497f07d70fc.json	{'geotagCount': '28', '189390:id': 'ponca-city-ok', '162772:place_id': '4059850', '162772:pop100': '25919'}	{'type': 'Polygon', 'coordinates': [[[-97.121923, 36.666159], [-97.121923, 36.769869], [-97.013593, 36.769869], [-97.013593, 36.666159], [-97.121923, 36.666159]]]}	14808116	74601	-97.07101825853056	36.718012
ff9871aa1b0d9e92	Washington	https://api.twitter.com/1.1/geo/id/ff9871aa1b0d9e92.json	{'162772:pop100': '13243', 'geotagCount': '16', '162772:place_id': '2977416', '189390:id': 'washington-mo'}	{'type': 'Polygon', 'coordinates': [[[-91.048862, 38.520738], [-91.048862, 38.571438], [-90.970407, 38.571438], [-90.970407, 38.520738], [-91.048862, 38.520738]]]}	18470269	63090	-91.00430185473664	38.546053
00bad99d6b05a213	Elizabethton	https://api.twitter.com/1.1/geo/id/00bad99d6b05a213.json	{'geotagCount': '22'}	{'type': 'Polygon', 'coordinates': [[[-82.319523, 36.285879], [-82.319523, 36.3680325], [-82.154114, 36.3680325], [-82.154114, 36.285879], [-82.319523, 36.285879]]]}	19423321	37644	-82.21779317816399	36.3269785
0ce818c9ae7cf154	Jericho	https://api.twitter.com/1.1/geo/id/0ce818c9ae7cf154.json	{'geotagCount': '26', '162772:place_id': '3638539', '162772:pop100': '13045', '189390:id': 'jericho-ny'}	{'type': 'Polygon', 'coordinates': [[[-73.572945, 40.771556], [-73.572945, 40.803164], [-73.515075, 40.803164], [-73.515075, 40.771556], [-73.572945, 40.771556]]]}	775168165	11753	-73.54203315403907	40.787241
78454026903c03e4	Bedford	https://api.twitter.com/1.1/geo/id/78454026903c03e4.json	{'geotagCount': '77', '162772:pop100': '47152', '162772:place_id': '4807132', '189390:id': 'bedford-tx'}	{'type': 'Polygon', 'coordinates': [[[-97.1686653, 32.822102], [-97.1686653, 32.8677644], [-97.099752, 32.8677644], [-97.099752, 32.822102], [-97.1686653, 32.822102]]]}	10048154	76021	-97.12961137302466	32.8449823
54ccc848dd9916e9	Rosemount	https://api.twitter.com/1.1/geo/id/54ccc848dd9916e9.json	{'geotagCount': '3', '162772:pop100': '2043', '189390:id': 'rosemount-oh', '162772:place_id': '3968546'}	{'type': 'Polygon', 'coordinates': [[[-82.9916351, 38.7613018], [-82.9916351, 38.801532], [-82.971056, 38.801532], [-82.971056, 38.7613018], [-82.9916351, 38.7613018]]]}	144113624	45662	-82.98409442915178	38.7809385
c386efac4d8d46d2	Abilene	https://api.twitter.com/1.1/geo/id/c386efac4d8d46d2.json	{'162772:place_id': '4801000', '162772:pop100': '115930', 'geotagCount': '232', '189390:id': 'abilene-tx'}	{'type': 'Polygon', 'coordinates': [[[-99.835853, 32.321246], [-99.835853, 32.508856], [-99.665259, 32.508856], [-99.665259, 32.321246], [-99.835853, 32.321246]]]}	7843702	79602	-99.74163864369208	32.41518
e4aee3ab11ef52a6	Fairfax	https://api.twitter.com/1.1/geo/id/e4aee3ab11ef52a6.json	{'189390:id': 'fairfax-va', '162772:pop100': '21498', 'geotagCount': '92', '162772:place_id': '5126496'}	{'type': 'Polygon', 'coordinates': [[[-77.335163, 38.83278], [-77.335163, 38.872421], [-77.268663, 38.872421], [-77.268663, 38.83278], [-77.335163, 38.83278]]]}	378593207	22030	-77.30267352630277	38.852554
015157c15e34a87a	Lancaster	https://api.twitter.com/1.1/geo/id/015157c15e34a87a.json	{'geotagCount': '65'}	{'type': 'Polygon', 'coordinates': [[[-78.696966, 42.86362], [-78.696966, 42.95639], [-78.577573, 42.95639], [-78.577573, 42.86362], [-78.696966, 42.86362]]]}	8457987871	14086	-78.63549347872076	42.909928
1a8e0c11f172736d	Salem	https://api.twitter.com/1.1/geo/id/1a8e0c11f172736d.json	{'geotagCount': '7', '162772:pop100': '6172', '189390:id': 'salem-in', '162772:place_id': '1867464'}	{'type': 'Polygon', 'coordinates': [[[-86.1417012, 38.579611], [-86.1417012, 38.622311], [-86.055057, 38.622311], [-86.055057, 38.579611], [-86.1417012, 38.579611]]]}	17578752	47167	-86.10316965739338	38.604432
ca62d6b4adb675cf	Saline	https://api.twitter.com/1.1/geo/id/ca62d6b4adb675cf.json	{'189390:id': 'saline-mi', 'geotagCount': '20', '162772:place_id': '2671140', '162772:pop100': '8034'}	{'type': 'Polygon', 'coordinates': [[[-83.8058768, 42.135944], [-83.8058768, 42.2219], [-83.697128, 42.2219], [-83.697128, 42.135944], [-83.8058768, 42.135944]]]}	732651030	48176	-83.7775729381002	42.179384
ef975175b1003544	Overland Park	https://api.twitter.com/1.1/geo/id/ef975175b1003544.json	{'geotagCount': '385', '162772:pop100': '149080', '162772:place_id': '2053775', '189390:id': 'overland-park-ks'}	{'type': 'Polygon', 'coordinates': [[[-94.742494, 38.81903], [-94.742494, 39.044068], [-94.607693, 39.044068], [-94.607693, 38.81903], [-94.742494, 38.81903]]]}	13112944	66210	-94.68376048366628	38.93155
01e32cf975801396	Boca Ciega	https://api.twitter.com/1.1/geo/id/01e32cf975801396.json	{'geotagCount': '44'}	{'type': 'Polygon', 'coordinates': [[[-82.846055, 27.810829], [-82.846055, 27.865892], [-82.787067, 27.865892], [-82.787067, 27.810829], [-82.846055, 27.810829]]]}	11258000	33776	-82.81280126985027	27.83836
79331dfa19658042	Berea	https://api.twitter.com/1.1/geo/id/79331dfa19658042.json	{'geotagCount': '37', '162772:place_id': '2105842', '162772:pop100': '9851', '189390:id': 'berea-ky'}	{'type': 'Polygon', 'coordinates': [[[-84.352921, 37.526946], [-84.352921, 37.657644], [-84.236204, 37.657644], [-84.236204, 37.526946], [-84.352921, 37.526946]]]}	355764696	40404	-84.29518954982495	37.57606265
